id,record_id,upload_id,gateway_id,node_id,node_type,node_seq,frame_id,measured_at,received_at,rssi,snr,battery_mv,battery_percent,battery_status,soil_temperature_c,soil_moisture_percent,soil_ec_us_cm,soil_ph,soil_salinity,air_temperature_c,air_humidity_percent,air_pressure_hpa,status,raw_payload,created_at,error_code
73982,GW01-N2-SOIL-4102363,,GW01,N2,soil,2,4102363,2026-04-21 10:40:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.8,1179,,,,,,ok,,2026-05-06 02:31:52.770427+01,
73983,GW01-MAIN-SOIL-4102364,,GW01,MAIN,soil,,4102364,2026-04-21 10:50:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,32.1,983,,,,,,ok,,2026-05-06 02:31:52.770427+01,
73984,GW01-N3-4102364,,GW01,N3,weather,3,4102364,2026-04-21 10:50:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,32.9,50.6,1009.6,ok,,2026-05-06 02:31:52.770427+01,
73985,GW01-N2-SOIL-4102364,,GW01,N2,soil,2,4102364,2026-04-21 10:50:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.8,1181,,,,,,ok,,2026-05-06 02:31:52.770427+01,
73986,GW01-MAIN-SOIL-4102365,,GW01,MAIN,soil,,4102365,2026-04-21 11:00:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,32.1,984,,,,,,ok,,2026-05-06 02:31:52.770427+01,
73987,GW01-N3-4102365,,GW01,N3,weather,3,4102365,2026-04-21 11:00:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,33.2,49.9,1009.6,ok,,2026-05-06 02:31:52.770427+01,
73988,GW01-N2-SOIL-4102365,,GW01,N2,soil,2,4102365,2026-04-21 11:00:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.8,1182,,,,,,ok,,2026-05-06 02:31:52.770427+01,
73989,GW01-MAIN-SOIL-4102366,,GW01,MAIN,soil,,4102366,2026-04-21 11:10:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,32,985,,,,,,ok,,2026-05-06 02:31:52.770427+01,
73990,GW01-N3-4102366,,GW01,N3,weather,3,4102366,2026-04-21 11:10:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,33.5,49.2,1009.6,ok,,2026-05-06 02:31:52.770427+01,
73991,GW01-N2-SOIL-4102366,,GW01,N2,soil,2,4102366,2026-04-21 11:10:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.7,1183,,,,,,ok,,2026-05-06 02:31:52.770427+01,
73992,GW01-MAIN-SOIL-4102367,,GW01,MAIN,soil,,4102367,2026-04-21 11:20:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,32,986,,,,,,ok,,2026-05-06 02:31:52.770427+01,
73993,GW01-N3-4102367,,GW01,N3,weather,3,4102367,2026-04-21 11:20:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,33.7,48.5,1009.6,ok,,2026-05-06 02:31:52.770427+01,
73994,GW01-N2-SOIL-4102367,,GW01,N2,soil,2,4102367,2026-04-21 11:20:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.7,1184,,,,,,ok,,2026-05-06 02:31:52.770427+01,
73995,GW01-MAIN-SOIL-4102368,,GW01,MAIN,soil,,4102368,2026-04-21 11:30:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,32,987,,,,,,ok,,2026-05-06 02:31:52.770427+01,
73996,GW01-N3-4102368,,GW01,N3,weather,3,4102368,2026-04-21 11:30:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,34,47.9,1009.6,ok,,2026-05-06 02:31:52.770427+01,
73997,GW01-N2-SOIL-4102368,,GW01,N2,soil,2,4102368,2026-04-21 11:30:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.7,1185,,,,,,ok,,2026-05-06 02:31:52.770427+01,
73998,GW01-MAIN-SOIL-4102369,,GW01,MAIN,soil,,4102369,2026-04-21 11:40:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,32,988,,,,,,ok,,2026-05-06 02:31:52.770427+01,
73999,GW01-N3-4102369,,GW01,N3,weather,3,4102369,2026-04-21 11:40:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,34.2,47.4,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74000,GW01-N2-SOIL-4102369,,GW01,N2,soil,2,4102369,2026-04-21 11:40:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.6,1186,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74001,GW01-MAIN-SOIL-4102370,,GW01,MAIN,soil,,4102370,2026-04-21 11:50:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.9,988,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74002,GW01-N3-4102370,,GW01,N3,weather,3,4102370,2026-04-21 11:50:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,34.4,46.9,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74003,GW01-N2-SOIL-4102370,,GW01,N2,soil,2,4102370,2026-04-21 11:50:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.6,1187,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74004,GW01-MAIN-SOIL-4102371,,GW01,MAIN,soil,,4102371,2026-04-21 12:00:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.9,989,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74005,GW01-N3-4102371,,GW01,N3,weather,3,4102371,2026-04-21 12:00:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,34.5,46.4,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74006,GW01-N2-SOIL-4102371,,GW01,N2,soil,2,4102371,2026-04-21 12:00:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.6,1188,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74007,GW01-MAIN-SOIL-4102372,,GW01,MAIN,soil,,4102372,2026-04-21 12:10:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.9,990,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74008,GW01-N3-4102372,,GW01,N3,weather,3,4102372,2026-04-21 12:10:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,34.7,46,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74009,GW01-N2-SOIL-4102372,,GW01,N2,soil,2,4102372,2026-04-21 12:10:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.6,1189,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74010,GW01-MAIN-SOIL-4102373,,GW01,MAIN,soil,,4102373,2026-04-21 12:20:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.9,990,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74011,GW01-N3-4102373,,GW01,N3,weather,3,4102373,2026-04-21 12:20:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,34.8,45.7,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74012,GW01-N2-SOIL-4102373,,GW01,N2,soil,2,4102373,2026-04-21 12:20:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.5,1189,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74013,GW01-MAIN-SOIL-4102374,,GW01,MAIN,soil,,4102374,2026-04-21 12:30:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.9,991,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74014,GW01-N3-4102374,,GW01,N3,weather,3,4102374,2026-04-21 12:30:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,34.9,45.4,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74015,GW01-N2-SOIL-4102374,,GW01,N2,soil,2,4102374,2026-04-21 12:30:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.5,1190,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74016,GW01-MAIN-SOIL-4102375,,GW01,MAIN,soil,,4102375,2026-04-21 12:40:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.8,991,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74017,GW01-N3-4102375,,GW01,N3,weather,3,4102375,2026-04-21 12:40:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,35,45.1,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74018,GW01-N2-SOIL-4102375,,GW01,N2,soil,2,4102375,2026-04-21 12:40:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.5,1191,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74019,GW01-MAIN-SOIL-4102376,,GW01,MAIN,soil,,4102376,2026-04-21 12:50:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.8,992,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74020,GW01-N3-4102376,,GW01,N3,weather,3,4102376,2026-04-21 12:50:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,35.1,45,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74021,GW01-N2-SOIL-4102376,,GW01,N2,soil,2,4102376,2026-04-21 12:50:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.5,1191,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74022,GW01-MAIN-SOIL-4102377,,GW01,MAIN,soil,,4102377,2026-04-21 13:00:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.8,992,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74023,GW01-N3-4102377,,GW01,N3,weather,3,4102377,2026-04-21 13:00:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,35.1,44.8,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74024,GW01-N2-SOIL-4102377,,GW01,N2,soil,2,4102377,2026-04-21 13:00:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.5,1192,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74025,GW01-MAIN-SOIL-4102378,,GW01,MAIN,soil,,4102378,2026-04-21 13:10:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.8,992,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74026,GW01-N3-4102378,,GW01,N3,weather,3,4102378,2026-04-21 13:10:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,35.2,44.8,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74027,GW01-N2-SOIL-4102378,,GW01,N2,soil,2,4102378,2026-04-21 13:10:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.5,1192,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74028,GW01-MAIN-SOIL-4102379,,GW01,MAIN,soil,,4102379,2026-04-21 13:20:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.8,992,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74029,GW01-N3-4102379,,GW01,N3,weather,3,4102379,2026-04-21 13:20:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,35.2,44.7,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74030,GW01-N2-SOIL-4102379,,GW01,N2,soil,2,4102379,2026-04-21 13:20:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.5,1192,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74031,GW01-MAIN-SOIL-4102380,,GW01,MAIN,soil,,4102380,2026-04-21 13:30:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.8,993,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74032,GW01-N3-4102380,,GW01,N3,weather,3,4102380,2026-04-21 13:30:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,35.2,44.8,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74033,GW01-N2-SOIL-4102380,,GW01,N2,soil,2,4102380,2026-04-21 13:30:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.5,1193,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74034,GW01-MAIN-SOIL-4102381,,GW01,MAIN,soil,,4102381,2026-04-21 13:40:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.8,993,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74035,GW01-N3-4102381,,GW01,N3,weather,3,4102381,2026-04-21 13:40:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,35.1,44.9,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74036,GW01-N2-SOIL-4102381,,GW01,N2,soil,2,4102381,2026-04-21 13:40:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.4,1193,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74037,GW01-MAIN-SOIL-4102382,,GW01,MAIN,soil,,4102382,2026-04-21 13:50:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.8,993,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74038,GW01-N3-4102382,,GW01,N3,weather,3,4102382,2026-04-21 13:50:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,35.1,45,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74039,GW01-N2-SOIL-4102382,,GW01,N2,soil,2,4102382,2026-04-21 13:50:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.4,1193,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74040,GW01-MAIN-SOIL-4102383,,GW01,MAIN,soil,,4102383,2026-04-21 14:00:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.8,993,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74041,GW01-N3-4102383,,GW01,N3,weather,3,4102383,2026-04-21 14:00:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,35,45.2,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74042,GW01-N2-SOIL-4102383,,GW01,N2,soil,2,4102383,2026-04-21 14:00:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.4,1193,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74043,GW01-MAIN-SOIL-4102384,,GW01,MAIN,soil,,4102384,2026-04-21 14:10:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.8,992,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74044,GW01-N3-4102384,,GW01,N3,weather,3,4102384,2026-04-21 14:10:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,34.9,45.5,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74045,GW01-N2-SOIL-4102384,,GW01,N2,soil,2,4102384,2026-04-21 14:10:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.4,1193,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74046,GW01-MAIN-SOIL-4102385,,GW01,MAIN,soil,,4102385,2026-04-21 14:20:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.8,992,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74047,GW01-N3-4102385,,GW01,N3,weather,3,4102385,2026-04-21 14:20:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,34.8,45.8,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74048,GW01-N2-SOIL-4102385,,GW01,N2,soil,2,4102385,2026-04-21 14:20:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.4,1193,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74049,GW01-MAIN-SOIL-4102386,,GW01,MAIN,soil,,4102386,2026-04-21 14:30:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.8,992,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74050,GW01-N3-4102386,,GW01,N3,weather,3,4102386,2026-04-21 14:30:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,34.6,46.2,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74051,GW01-N2-SOIL-4102386,,GW01,N2,soil,2,4102386,2026-04-21 14:30:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.4,1193,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74052,GW01-MAIN-SOIL-4102387,,GW01,MAIN,soil,,4102387,2026-04-21 14:40:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.8,992,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74053,GW01-N3-4102387,,GW01,N3,weather,3,4102387,2026-04-21 14:40:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,34.5,46.6,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74054,GW01-N2-SOIL-4102387,,GW01,N2,soil,2,4102387,2026-04-21 14:40:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.4,1193,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74055,GW01-MAIN-SOIL-4102388,,GW01,MAIN,soil,,4102388,2026-04-21 14:50:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.8,991,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74056,GW01-N3-4102388,,GW01,N3,weather,3,4102388,2026-04-21 14:50:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,34.3,47.1,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74057,GW01-N2-SOIL-4102388,,GW01,N2,soil,2,4102388,2026-04-21 14:50:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.5,1193,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74058,GW01-MAIN-SOIL-4102389,,GW01,MAIN,soil,,4102389,2026-04-21 15:00:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.9,991,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74059,GW01-N3-4102389,,GW01,N3,weather,3,4102389,2026-04-21 15:00:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,34.1,47.6,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74060,GW01-N2-SOIL-4102389,,GW01,N2,soil,2,4102389,2026-04-21 15:00:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.5,1192,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74061,GW01-MAIN-SOIL-4102390,,GW01,MAIN,soil,,4102390,2026-04-21 15:10:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.9,990,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74062,GW01-N3-4102390,,GW01,N3,weather,3,4102390,2026-04-21 15:10:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,33.9,48.1,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74063,GW01-N2-SOIL-4102390,,GW01,N2,soil,2,4102390,2026-04-21 15:10:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.5,1192,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74064,GW01-MAIN-SOIL-4102391,,GW01,MAIN,soil,,4102391,2026-04-21 15:20:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.9,990,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74065,GW01-N3-4102391,,GW01,N3,weather,3,4102391,2026-04-21 15:20:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,33.6,48.8,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74066,GW01-N2-SOIL-4102391,,GW01,N2,soil,2,4102391,2026-04-21 15:20:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.5,1191,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74067,GW01-MAIN-SOIL-4102392,,GW01,MAIN,soil,,4102392,2026-04-21 15:30:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.9,989,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74068,GW01-N3-4102392,,GW01,N3,weather,3,4102392,2026-04-21 15:30:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,33.4,49.4,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74069,GW01-N2-SOIL-4102392,,GW01,N2,soil,2,4102392,2026-04-21 15:30:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.5,1191,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74070,GW01-MAIN-SOIL-4102393,,GW01,MAIN,soil,,4102393,2026-04-21 15:40:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.9,989,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74071,GW01-N3-4102393,,GW01,N3,weather,3,4102393,2026-04-21 15:40:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,33.1,50.2,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74072,GW01-N2-SOIL-4102393,,GW01,N2,soil,2,4102393,2026-04-21 15:40:00+01,2026-05-06 02:31:52.770427+01,-92,6.9,3848,66,ok,34,30.5,1190,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74073,GW01-MAIN-SOIL-4102394,,GW01,MAIN,soil,,4102394,2026-04-21 15:50:00+01,2026-05-06 02:31:52.770427+01,,,,,not_measured,34,31.9,988,,,,,,ok,,2026-05-06 02:31:52.770427+01,
74074,GW01-N3-4102394,,GW01,N3,weather,3,4102394,2026-04-21 15:50:00+01,2026-05-06 02:31:52.770427+01,-77,10.9,,,not_measured,,,,,,32.8,50.9,1009.6,ok,,2026-05-06 02:31:52.770427+01,
74075,GW01-N2-SOIL-4102394,,GW01,N2,soil,2,4102394,2026-04-21 15:50:00+01,2026-05-06 02:31:53.480291+01,-92,6.9,3848,66,ok,34,30.5,1190,,,,,,ok,,2026-05-06 02:31:53.480291+01,
74076,GW01-MAIN-SOIL-4102395,,GW01,MAIN,soil,,4102395,2026-04-21 16:00:00+01,2026-05-06 02:31:53.480291+01,,,,,not_measured,34,32,987,,,,,,ok,,2026-05-06 02:31:53.480291+01,
74077,GW01-N3-4102395,,GW01,N3,weather,3,4102395,2026-04-21 16:00:00+01,2026-05-06 02:31:53.480291+01,-77,10.9,,,not_measured,,,,,,32.5,51.7,1009.6,ok,,2026-05-06 02:31:53.480291+01,
74078,GW01-N2-SOIL-4102395,,GW01,N2,soil,2,4102395,2026-04-21 16:00:00+01,2026-05-06 02:31:53.480291+01,-92,6.9,3848,66,ok,34,30.6,1189,,,,,,ok,,2026-05-06 02:31:53.480291+01,
74079,GW01-MAIN-SOIL-4102396,,GW01,MAIN,soil,,4102396,2026-04-21 16:10:00+01,2026-05-06 02:31:53.480291+01,,,,,not_measured,34,32,986,,,,,,ok,,2026-05-06 02:31:53.480291+01,
74080,GW01-N3-4102396,,GW01,N3,weather,3,4102396,2026-04-21 16:10:00+01,2026-05-06 02:31:53.480291+01,-77,10.9,,,not_measured,,,,,,32.2,52.6,1009.6,ok,,2026-05-06 02:31:53.480291+01,
74081,GW01-N2-SOIL-4102396,,GW01,N2,soil,2,4102396,2026-04-21 16:10:00+01,2026-05-06 02:31:53.480291+01,-92,6.9,3848,66,ok,34,30.6,1189,,,,,,ok,,2026-05-06 02:31:53.480291+01,
74082,GW01-MAIN-SOIL-4102397,,GW01,MAIN,soil,,4102397,2026-04-21 16:20:00+01,2026-05-06 02:31:53.480291+01,,,,,not_measured,34,32,985,,,,,,ok,,2026-05-06 02:31:53.480291+01,
74083,GW01-N3-4102397,,GW01,N3,weather,3,4102397,2026-04-21 16:20:00+01,2026-05-06 02:31:53.480291+01,-77,10.9,,,not_measured,,,,,,31.8,53.5,1009.6,ok,,2026-05-06 02:31:53.480291+01,
74084,GW01-N2-SOIL-4102397,,GW01,N2,soil,2,4102397,2026-04-21 16:20:00+01,2026-05-06 02:31:53.480291+01,-92,6.9,3848,66,ok,34,30.6,1188,,,,,,ok,,2026-05-06 02:31:53.480291+01,
74085,GW01-MAIN-SOIL-4102398,,GW01,MAIN,soil,,4102398,2026-04-21 16:30:00+01,2026-05-06 02:31:53.480291+01,,,,,not_measured,34,32,985,,,,,,ok,,2026-05-06 02:31:53.480291+01,
74086,GW01-N3-4102398,,GW01,N3,weather,3,4102398,2026-04-21 16:30:00+01,2026-05-06 02:31:53.480291+01,-77,10.9,,,not_measured,,,,,,31.5,54.4,1009.6,ok,,2026-05-06 02:31:53.480291+01,
74087,GW01-N2-SOIL-4102398,,GW01,N2,soil,2,4102398,2026-04-21 16:30:00+01,2026-05-06 02:31:53.480291+01,-92,6.9,3848,66,ok,34,30.6,1187,,,,,,ok,,2026-05-06 02:31:53.480291+01,
74088,GW01-MAIN-SOIL-4102399,,GW01,MAIN,soil,,4102399,2026-04-21 16:40:00+01,2026-05-06 02:31:53.480291+01,,,,,not_measured,34,32.1,984,,,,,,ok,,2026-05-06 02:31:53.480291+01,
74089,GW01-N3-4102399,,GW01,N3,weather,3,4102399,2026-04-21 16:40:00+01,2026-05-06 02:31:53.480291+01,-77,10.9,,,not_measured,,,,,,31.1,55.4,1009.6,ok,,2026-05-06 02:31:53.480291+01,
74090,GW01-N2-SOIL-4102399,,GW01,N2,soil,2,4102399,2026-04-21 16:40:00+01,2026-05-06 02:31:53.480291+01,-92,6.9,3848,66,ok,34,30.6,1186,,,,,,ok,,2026-05-06 02:31:53.480291+01,
74091,GW01-MAIN-SOIL-4102400,,GW01,MAIN,soil,,4102400,2026-04-21 16:50:00+01,2026-05-06 02:31:53.480291+01,,,,,not_measured,33.8,32.1,983,,,,,,ok,,2026-05-06 02:31:53.480291+01,
74092,GW01-N3-4102400,,GW01,N3,weather,3,4102400,2026-04-21 16:50:00+01,2026-05-06 02:31:53.480291+01,-77,10.9,,,not_measured,,,,,,30.7,56.4,1009.6,ok,,2026-05-06 02:31:53.480291+01,
74093,GW01-N2-SOIL-4102400,,GW01,N2,soil,2,4102400,2026-04-21 16:50:00+01,2026-05-06 02:31:53.480291+01,-92,6.9,3848,66,ok,33.9,30.7,1185,,,,,,ok,,2026-05-06 02:31:53.480291+01,
74094,GW01-MAIN-SOIL-4102401,,GW01,MAIN,soil,,4102401,2026-04-21 17:00:00+01,2026-05-06 02:31:53.480291+01,,,,,not_measured,33.5,32.1,982,,,,,,ok,,2026-05-06 02:31:53.480291+01,
74095,GW01-N3-4102401,,GW01,N3,weather,3,4102401,2026-04-21 17:00:00+01,2026-05-06 02:31:53.480291+01,-77,10.9,,,not_measured,,,,,,30.3,57.5,1009.6,ok,,2026-05-06 02:31:53.480291+01,
74096,GW01-N2-SOIL-4102401,,GW01,N2,soil,2,4102401,2026-04-21 17:00:00+01,2026-05-06 02:31:53.480291+01,-92,6.9,3848,66,ok,33.6,30.7,1185,,,,,,ok,,2026-05-06 02:31:53.480291+01,
74097,GW01-MAIN-SOIL-4102402,,GW01,MAIN,soil,,4102402,2026-04-21 17:10:00+01,2026-05-06 02:31:53.480291+01,,,,,not_measured,33.2,32.2,980,,,,,,ok,,2026-05-06 02:31:53.480291+01,
